	individual	fp	fn	tp	tn
90	<Individual.Individual object at 0x323fc4040>	0	0	43	57
91	<Individual.Individual object at 0x34e3dfd30>	0	0	43	57
92	<Individual.Individual object at 0x349da1a30>	0	0	43	57
93	<Individual.Individual object at 0x34b3b8760>	0	0	43	57
94	<Individual.Individual object at 0x34b3b7490>	0	0	43	57
95	<Individual.Individual object at 0x35169aeb0>	0	0	43	57
96	<Individual.Individual object at 0x3240b3ee0>	0	0	43	57
97	<Individual.Individual object at 0x324087c10>	0	0	43	57
98	<Individual.Individual object at 0x34b3e0910>	0	0	43	57
99	<Individual.Individual object at 0x34b3d6640>	0	0	43	57
