	individual	fp	fn	tp	tn
78	<Individual.Individual object at 0x34c629a30>	16	5	58	21
79	<Individual.Individual object at 0x32189f5b0>	16	5	58	21
80	<Individual.Individual object at 0x3218b8e20>	16	4	59	21
81	<Individual.Individual object at 0x3249c3ca0>	16	5	58	21
82	<Individual.Individual object at 0x323c027f0>	16	5	58	21
83	<Individual.Individual object at 0x31fbc0370>	16	5	58	21
84	<Individual.Individual object at 0x31fbe1ee0>	16	4	59	21
85	<Individual.Individual object at 0x31fb66a30>	16	4	59	21
86	<Individual.Individual object at 0x3210125b0>	16	5	58	21
87	<Individual.Individual object at 0x32100fe20>	16	5	58	21
88	<Individual.Individual object at 0x322d07070>	16	4	59	21
89	<Individual.Individual object at 0x322a407f0>	16	5	58	21
90	<Individual.Individual object at 0x322a76370>	16	4	59	21
91	<Individual.Individual object at 0x17cfa9100>	16	5	58	21
92	<Individual.Individual object at 0x17cf4c0d0>	16	5	58	21
93	<Individual.Individual object at 0x17cf615b0>	16	5	58	21
94	<Individual.Individual object at 0x34d023e20>	16	5	58	21
95	<Individual.Individual object at 0x34d503ca0>	16	5	58	21
96	<Individual.Individual object at 0x34d53f7f0>	16	5	58	21
97	<Individual.Individual object at 0x31ffd6370>	16	5	58	21
98	<Individual.Individual object at 0x322e6aee0>	16	4	59	21
99	<Individual.Individual object at 0x322e43a30>	16	5	58	21
