	individual	fp	fn	tp	tn
33	<Individual.Individual object at 0x34d8ab580>	81	0	0	19
34	<Individual.Individual object at 0x34c973df0>	58	0	0	42
35	<Individual.Individual object at 0x34c94dc70>	62	0	0	38
36	<Individual.Individual object at 0x34d4997c0>	66	0	0	34
37	<Individual.Individual object at 0x3210a6340>	63	0	0	37
38	<Individual.Individual object at 0x32108deb0>	62	0	0	38
39	<Individual.Individual object at 0x34d5a1a00>	81	0	0	19
40	<Individual.Individual object at 0x34d588580>	95	0	0	5
41	<Individual.Individual object at 0x34d5f6df0>	59	0	0	41
42	<Individual.Individual object at 0x34d5d2c70>	59	0	0	41
43	<Individual.Individual object at 0x34a660820>	66	0	0	34
44	<Individual.Individual object at 0x34da77340>	60	0	0	40
45	<Individual.Individual object at 0x34da6eeb0>	92	0	0	8
46	<Individual.Individual object at 0x31fc7aa00>	66	0	0	34
47	<Individual.Individual object at 0x31fc4a580>	71	0	0	29
48	<Individual.Individual object at 0x34d7e4df0>	63	0	0	37
49	<Individual.Individual object at 0x34d7cdc70>	78	0	0	22
50	<Individual.Individual object at 0x34af78eb0>	82	0	0	18
51	<Individual.Individual object at 0x32059d340>	62	0	0	38
52	<Individual.Individual object at 0x3205bceb0>	62	0	0	38
53	<Individual.Individual object at 0x34beb4a00>	63	0	0	37
54	<Individual.Individual object at 0x34bedc580>	62	0	0	38
55	<Individual.Individual object at 0x34bd58400>	76	0	0	24
56	<Individual.Individual object at 0x34bd46c70>	67	0	0	33
57	<Individual.Individual object at 0x34b87fe50>	61	0	0	39
58	<Individual.Individual object at 0x34dace340>	66	0	0	34
59	<Individual.Individual object at 0x34dac2eb0>	60	0	0	40
60	<Individual.Individual object at 0x34d56aa00>	70	0	0	30
61	<Individual.Individual object at 0x34d548580>	91	0	0	9
62	<Individual.Individual object at 0x34bfc1df0>	67	0	0	33
63	<Individual.Individual object at 0x34bfbec70>	69	0	0	31
64	<Individual.Individual object at 0x34bde57c0>	75	0	0	25
65	<Individual.Individual object at 0x34d475340>	60	0	0	40
66	<Individual.Individual object at 0x34d45feb0>	64	0	0	36
67	<Individual.Individual object at 0x34d503a00>	68	0	0	32
68	<Individual.Individual object at 0x34d50f580>	69	0	0	31
69	<Individual.Individual object at 0x34cd7edf0>	62	0	0	38
70	<Individual.Individual object at 0x34cd41c70>	65	0	0	35
71	<Individual.Individual object at 0x34da0c7c0>	62	0	0	38
72	<Individual.Individual object at 0x34d8fc340>	62	0	0	38
73	<Individual.Individual object at 0x34d8f8eb0>	69	0	0	31
74	<Individual.Individual object at 0x34d870a00>	59	0	0	41
75	<Individual.Individual object at 0x34d847580>	61	0	0	39
76	<Individual.Individual object at 0x34d72bdf0>	79	0	0	21
77	<Individual.Individual object at 0x34d70dc70>	72	0	0	28
78	<Individual.Individual object at 0x34d4167c0>	56	0	0	44
79	<Individual.Individual object at 0x3206aa340>	66	0	0	34
80	<Individual.Individual object at 0x32069deb0>	67	0	0	33
81	<Individual.Individual object at 0x34b80da00>	70	0	0	30
82	<Individual.Individual object at 0x34b809580>	73	0	0	27
83	<Individual.Individual object at 0x34bd0adf0>	62	0	0	38
84	<Individual.Individual object at 0x34bd28c70>	56	0	0	44
85	<Individual.Individual object at 0x34d7b07c0>	77	0	0	23
86	<Individual.Individual object at 0x31ffe9340>	76	0	0	24
87	<Individual.Individual object at 0x31fff2eb0>	59	0	0	41
88	<Individual.Individual object at 0x34dab0a00>	82	0	0	18
89	<Individual.Individual object at 0x34dab6580>	63	0	0	37
90	<Individual.Individual object at 0x3201d8df0>	57	0	0	43
91	<Individual.Individual object at 0x3201ccc70>	76	0	0	24
92	<Individual.Individual object at 0x34d80c7c0>	59	0	0	41
93	<Individual.Individual object at 0x34d801340>	65	0	0	35
94	<Individual.Individual object at 0x34d4ffeb0>	65	0	0	35
95	<Individual.Individual object at 0x32023da00>	64	0	0	36
96	<Individual.Individual object at 0x320214580>	78	0	0	22
97	<Individual.Individual object at 0x3206dddf0>	72	0	0	28
98	<Individual.Individual object at 0x3206fbc70>	65	0	0	35
99	<Individual.Individual object at 0x34bdad7c0>	61	0	0	39
